Kecamatan,Jumlah Karyawan,Aset,Omset,Tahun Berdiri,Keterangan,,,,,,,,,,,,
Cibeunying Kidul,0,1500000,37800000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,1000000,36000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,350000,36000000,1990,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,600000,36000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,500000,34380000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,3500000,34200000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,1000000,33120000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,1000000,30000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,2200000,25560000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,2000000,25200000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,25200000,1998,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,24000000,1998,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,-,24000000,1972,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,-,24000000,1980,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,500000,24000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,-,21600000,2008,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,250000,18000000,2006,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,4000000,16560000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,150000,14400000,2007,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,-,9600000,2003,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,1500000,8400000,2002,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,500000,1800000,1996,Mikro,,,,,,,,,,,,
Cibeunying Kidul,0,1500000,-,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,25000000,-,1992,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,2500000,-,1980,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,500000,7200000,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,25000000,50000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,8,15000000,50000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,10000000,20000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,5000000,24000000,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,3000000,36000000,1995,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,25000000,108000000,2000,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,1985,Mikro,,,,,,,,,,,,
Cibeunying kidul,-,-,-,1998,-,,,,,,,,,,,,
Cibeunying kidul,10,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,-,2000,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,96000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,300000000,2004,Mikro,,,,,,,,,,,,
Cibeunying Kidul,5,10000000,-,1989,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,24000000,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,5000000,18500000,1961,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,1000000,40000000,2001,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,-,-,2000,Mikro,,,,,,,,,,,,
Cibeunying Kidul,5,-,-,2006,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,15000000,95000000,2006,Mikro,,,,,,,,,,,,
Cibeunying Kidul,9,-,240000000,2001,Mikro,,,,,,,,,,,,
Cibeunying Kidul,14,50000000,20000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,23,30000000,150000000,1992,Mikro,,,,,,,,,,,,
Cibeunying Kidul,7,50000000,24000000,1985,Mikro,,,,,,,,,,,,
Cibeunying Kidul,7,5000000,50000000,1990,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,20000000,60000000,1991,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,-,-,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,9,75000000,60000000,1997,Kecil,,,,,,,,,,,,
Cibeunying Kidul,5,-,20000000,2000,Mikro,,,,,,,,,,,,
Cibeunying Kidul,7,-,-,1995,Mikro,,,,,,,,,,,,
Cibeunying Kidul,9,-,-,1998,Mikro,,,,,,,,,,,,
Cibeunying Kidul,25,100000000,120000000,1980,Kecil,,,,,,,,,,,,
Cibeunying Kidul,2,-,75000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,36000000,1994,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,-,25000000,2000,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,50000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,15000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,1998,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,9,-,60000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,7,40000000,60000000,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,-,50000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,-,-,2003,Mikro,,,,,,,,,,,,
Cibeunying Kidul,20,-,-,1981,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,7000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,10000000,1999,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,120000000,2004,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,-,-,2004,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,-,-,2007,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,38400000,2007,Mikro,,,,,,,,,,,,
Cibeunying Kidul,8,750000000,150000000,1995,Kecil,,,,,,,,,,,,
Cibeunying Kidul,2,-,30000000,2008,Mikro,,,,,,,,,,,,
Cibeunying Kidul,20,75000000,480000000,1999,Kecil,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Menengah,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Menengah,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Menengah,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Menengah,,,,,,,,,,,,
Cibeunying Kidul,5,-,-,2003,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,-,2009,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,-,-,2003,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,7,30000000,50000000,1997,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,-,-,2012,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,12000000,100000000,2009,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,140000000,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,20000000,2010,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,-,-,2013,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,20000000,-,2014,Mikro,,,,,,,,,,,,
Cibeunying kidul,2,-,200000000,2010,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,-,2014,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,-,2014,Mikro,,,,,,,,,,,,
Cibeunying Kidul,1,25000000,150000000,2011,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,1994,Mikro,,,,,,,,,,,,
Cibeunying Kidul,6,-,-,1994,Mikro,,,,,,,,,,,,
Cibeunying Kidul,5,-,400000000,2006,Kecil,,,,,,,,,,,,
Cibeunying Kidul,1,-,-,2011,Menengah,,,,,,,,,,,,
Cibeunying Kidul,-,10000000,2500000,2012,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,7000000,2014,Mikro,,,,,,,,,,,,
Cibeunying Kidul,10,200000000,100000000,2010,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,2014,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,30000000,25000000,2014,Mikro,,,,,,,,,,,,
Cibeunying Kidul,15,300000000,200000000,1995,Mikro,,,,,,,,,,,,
Cibeunying Kidul,-,5000000,-,2015,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,90000000,240000000,2013,Mikro,,,,,,,,,,,,
Cibeunying Kidul,3,-,-,-,Mikro,,,,,,,,,,,,
Cibeunying Kidul,4,-,64000000,2016,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,2010,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,15000000,2012,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,72000000,2013,-,,,,,,,,,,,,
Cibeunying Kidul,2,-,30000000,2016,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,-,,,,,,,,,,,,
Cibeunying kidul,3,30000000,150000000,2015,-,,,,,,,,,,,,
Cibeunying kidul,5,-,35000000,1997,-,,,,,,,,,,,,
Cibeunying Kidul,-,<50000000,-,2008,-,,,,,,,,,,,,
Cibeunying kidul,-,-,-,2016,-,,,,,,,,,,,,
Cibeunying kidul,4,-,100000000,2015,-,,,,,,,,,,,,
Cibeunying kidul,1,<50000000,<300000000,2013,-,,,,,,,,,,,,
Cibeunying kidul,1,50000000,120000000,2011,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,15000000,2014,-,,,,,,,,,,,,
Cibeunying kidul,4,-,50000000,2010,Mikro,,,,,,,,,,,,
Cibeunying Kidul,2,-,-,2016,-,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,-,Menengah,,,,,,,,,,,,
Cibeunying Kidul,-,-,-,2012,Mikro,,,,,,,,,,,,
Cibeunying Kidul,10,1000000000,500000000,2013,KecilNo,,,,,,,,,,,,
Cibiru,4,3000000,2400000,1989,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,4200000,2000,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,4200000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,9000000,2000,Mikro,Kecamatan,Kelurahan,Nama Perusahaan,Nama Pemilik,Alamat,Telepon/Hp,Jenis Usaha,Jumlah Karyawan,Aset,Omset,Tahun Berdiri,Keterangan
Cibiru,0,4000000,2400000,1997,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Cibiru,1,3000000,9000000,1999,Mikro,,,,,,,,,,,,
Cibiru,3,3000000,4200000,1987,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,4200000,1970,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,9000000,1993,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,9000000,2001,Mikro,,,,,,,,,,,,
Cibiru,2,10000000,9000000,1999,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,9000000,1990,Mikro,,,,,,,,,,,,
Cibiru,1,3000000,9000000,2000,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,4000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,2,4000000,9000000,-,Mikro,,,,,,,,,,,,
Cibiru,0,4000000,4200000,-,Mikro,,,,,,,,,,,,
Cibiru,0,4000000,4200000,-,Mikro,,,,,,,,,,,,
Cibiru,4,4000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,4000000,4200000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,4200000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,1,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,6000000,2400000,1990,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,0,3000000,2400000,-,Mikro,,,,,,,,,,,,
Cibiru,6,30000000,300000000,2002,Mikro,,,,,,,,,,,,
Cibiru,2,600000000,216000000,1990,Menengah,,,,,,,,,,,,
Cibiru,3,9000000,180000000,2004,Mikro,,,,,,,,,,,,
Cibiru,2,6000000,180000000,2006,Mikro,,,,,,,,,,,,
Cibiru,2,20000000,180000000,2007,Mikro,,,,,,,,,,,,
Cibiru,2,-,144000000,1998,Mikro,,,,,,,,,,,,
Cibiru,2,9000000,144000000,2003,Mikro,,,,,,,,,,,,
Cibiru,2,9000000,144000000,2006,Mikro,,,,,,,,,,,,
Cibiru,3,9000000,144000000,2004,Mikro,,,,,,,,,,,,
Cibiru,3,3000000,144000000,2007,Mikro,,,,,,,,,,,,
Cibiru,2,2500000,132000000,2004,Mikro,,,,,,,,,,,,
Cibiru,2,1500000,108000000,2008,Mikro,,,,,,,,,,,,
Cibiru,2,2000000,108000000,2003,Mikro,,,,,,,,,,,,
Cibiru,2,1600000,108000000,2003,Mikro,,,,,,,,,,,,
Cibiru,3,4000000,108000000,-,Mikro,,,,,,,,,,,,
Cibiru,3,400000000,108000000,2005,Kecil,,,,,,,,,,,,
Cibiru,1,10000000,108000000,2002,Mikro,,,,,,,,,,,,
Cibiru,3,10000000,108000000,2004,Mikro,,,,,,,,,,,,
Cibiru,2,15000000,108000000,2007,Mikro,,,,,,,,,,,,
Cibiru,4,20000000,108000000,2002,Mikro,,,,,,,,,,,,
Cibiru,2,2000000,108000000,2001,Mikro,,,,,,,,,,,,
Cibiru,2,20000000,90000000,2002,Mikro,,,,,,,,,,,,
Cibiru,4,500000000,84000000,1994,Kecil,,,,,,,,,,,,
Cibiru,2,20000000,84000000,2004,Mikro,,,,,,,,,,,,
Cibiru,2,4000000,72000000,2003,Mikro,,,,,,,,,,,,
Cibiru,3,6000000,72000000,2004,Mikro,,,,,,,,,,,,
Cibiru,1,20000000,72000000,2004,Mikro,,,,,,,,,,,,
Cibiru,1,8000000,72000000,2002,Mikro,,,,,,,,,,,,
Cibiru,2,1000000,72000000,1990,Mikro,,,,,,,,,,,,
Cibiru,0,15000000,72000000,2007,Mikro,,,,,,,,,,,,
Cibiru,1,13000000,60000000,2006,Mikro,,,,,,,,,,,,
Cibiru,3,12000000,60000000,2005,Mikro,,,,,,,,,,,,
Cibiru,2,-,60000000,2002,Mikro,,,,,,,,,,,,
Cibiru,1,2000000,60000000,2007,Mikro,,,,,,,,,,,,
Cibiru,0,500000,54000000,2005,Mikro,,,,,,,,,,,,
Cibiru,2,1500000,46800000,2004,Mikro,,,,,,,,,,,,
Cibiru,0,-,36000000,2005,Mikro,,,,,,,,,,,,
Cibiru,1,3000000,36000000,2007,Mikro,,,,,,,,,,,,
Cibiru,1,30000000,36000000,2007,Mikro,,,,,,,,,,,,
Cibiru,0,400000,24000000,2007,Mikro,,,,,,,,,,,,
Cibiru,0,200000,24000000,2008,Mikro,,,,,,,,,,,,
Cibiru,2,7000000,24000000,2004,Mikro,,,,,,,,,,,,
Cibiru,1,600000,18000000,2005,Mikro,,,,,,,,,,,,
Cibiru,1,1500000,18000000,2005,Mikro,,,,,,,,,,,,
Cibiru,0,1000000,12000000,2007,Mikro,,,,,,,,,,,,
Cibiru,1,3000000,9600000,1997,Mikro,,,,,,,,,,,,
Cibiru,0,600000,-,2006,Mikro,,,,,,,,,,,,
Cibiru,13,300000000,1500000000,1990,Kecil,,,,,,,,,,,,
Cibiru,2,1500000,540000000,1998,Mikro,,,,,,,,,,,,
Cibiru,-,8000000,10000000,1968,Mikro,,,,,,,,,,,,
Cibiru,-,-,1500000,-,Mikro,,,,,,,,,,,,
Cibiru,2,-,-,-,Mikro,,,,,,,,,,,,
Cibiru,1,3000000,9000000,2004,Mikro,,,,,,,,,,,,
Cibiru,1,-,500000,-,Mikro,,,,,,,,,,,,
Cibiru,-,1600000,36000000,1991,Mikro,,,,,,,,,,,,
Cibiru,11,5000000,33600000,1956,Mikro,,,,,,,,,,,,
Cibiru,6,1000000,6000000,2003,Mikro,,,,,,,,,,,,
Cibiru,3,100000000,200000000,1999,Kecil,,,,,,,,,,,,
Cibiru,16,-,50000000,1999,Mikro,,,,,,,,,,,,
Cibiru,7,-,-,1998,Mikro,,,,,,,,,,,,
Cibiru,3,-,-,2000,Mikro,,,,,,,,,,,,
Cibiru,3,-,-,2005,Mikro,,,,,,,,,,,,
Cibiru,4,150000000,200000000,2001,Kecil,,,,,,,,,,,,
Cibiru,8,5000000,24000000,1987,Mikro,,,,,,,,,,,,
Cibiru,3,-,30000000,-,Mikro,,,,,,,,,,,,
Cibiru,14,-,150000000,-,Mikro,,,,,,,,,,,,
Cibiru,4,-,10000000,-,Mikro,,,,,,,,,,,,
Cibiru,7,-,20000000,1973,Mikro,,,,,,,,,,,,
Cibiru,4,-,16200000,2004,Mikro,,,,,,,,,,,,
Cibiru,10,-,31500000,2006,Mikro,,,,,,,,,,,,
Cibiru,6,-,36000000,2004,Mikro,,,,,,,,,,,,
Cibiru,5,-,60000000,1997,Mikro,,,,,,,,,,,,
Cibiru,13,-,60000000,2005,Mikro,,,,,,,,,,,,
Cibiru,15,-,168000000,2005,Mikro,,,,,,,,,,,,
Cibiru,2,-,27000000,2003,Mikro,,,,,,,,,,,,
Cibiru,3,-,180000000,1982,Mikro,,,,,,,,,,,,
Cibiru,2,-,15000000,1992,Mikro,,,,,,,,,,,,
Cibiru,10,4000000,120000000,2005,Mikro,,,,,,,,,,,,
Cibiru,-,-,-,-,Mikro,,,,,,,,,,,,
Cibiru,3,100000000,10000000,2009,Kecil,,,,,,,,,,,,
Cibiru,15,217600000,360000000,1994,Kecil,,,,,,,,,,,,
Cibiru,10,-,718000000,1986,Kecil,,,,,,,,,,,,
Cibiru,10,-,700000000,1986,Kecil,,,,,,,,,,,,
Cibiru,6,125000000,360000000,1997,Kecil,,,,,,,,,,,,
Cibiru,13,-,600000000,1998,Kecil,,,,,,,,,,,,
Cibiru,-,-,-,-,Menengah,,,,,,,,,,,,
Cibiru,-,-,-,-,Menengah,,,,,,,,,,,,
Cibiru,-,-,-,-,Menengah,,,,,,,,,,,,
Cibiru,2,-,20000000,2008,Mikro,,,,,,,,,,,,
Cibiru,2,10000000,20000000,2007,Mikro,,,,,,,,,,,,
Cibiru,1,50000000,30000000,2008,Mikro,,,,,,,,,,,,
Cibiru,3,-,30000000,2009,Mikro,,,,,,,,,,,,
Cibiru,3,15000000,30000000,2003,Mikro,,,,,,,,,,,,
Cibiru,3,20000000,36000000,2008,Mikro,,,,,,,,,,,,
Cibiru,5,-,157000000,2008,Mikro,,,,,,,,,,,,
Cibiru,2,-,30000000,2008,Mikro,,,,,,,,,,,,
Cibiru,4,-,35000000,2008,Mikro,,,,,,,,,,,,
Cibiru,3,-,10000000,2009,Mikro,,,,,,,,,,,,
Cibiru,2,-,10000000,2006,Mikro,,,,,,,,,,,,
Cibiru,-,-,10000000,2008,Mikro,,,,,,,,,,,,
Cibiru,4,-,25000000,1998,Mikro,,,,,,,,,,,,
Cibiru,3,-,450000000,2007,Kecil,,,,,,,,,,,,
Cibiru,6,50000000,250000000,2008,Mikro,,,,,,,,,,,,
Cibiru,8,80000000,150000000,1998,Mikro,,,,,,,,,,,,
Cibiru,8,-,-,2013,Mikro,,,,,,,,,,,,
Cibiru,1,20000000,-,-,Mikro,,,,,,,,,,,,
Cibiru,14,-,120000000,-,Mikro,,,,,,,,,,,,
Cibiru,6,100000000,300000000,2008,Mikro,,,,,,,,,,,,
Cibiru,2,-,50000000,2012,Mikro,,,,,,,,,,,,
Cibiru,4,10000000,15000000,2009,Mikro,,,,,,,,,,,,
Cibiru,4,-,48000000,2005,Mikro,,,,,,,,,,,,
Cibiru,3,-,100000000,2013,Mikro,,,,,,,,,,,,
Cibiru,12,-,-,2014,Mikro,,,,,,,,,,,,
Cibiru,3,-,100000000,2010,Mikro,,,,,,,,,,,,
Cibiru,4,10000000,50000000,2004,Mikro,,,,,,,,,,,,
Cibiru,2,-,-,2010,Mikro,,,,,,,,,,,,
Cibiru,6,-,-,2005,Mikro,,,,,,,,,,,,
Cibiru,-,0,0,-,Mikro,,,,,,,,,,,,
Cibiru,4,-,-,2013,Mikro,,,,,,,,,,,,
Cibiru,2,-,100000000,2011,Mikro,,,,,,,,,,,,
Cibiru,2,-,20000000,2011,Mikro,,,,,,,,,,,,
Cibiru,3,300000000,300000000,2011,Mikro,,,,,,,,,,,,
Cibiru,2,-,-,2015,Mikro,,,,,,,,,,,,
Cibiru,1,-,-,2012,Mikro,,,,,,,,,,,,
Cibiru,-,-,30000000,2014,Mikro,,,,,,,,,,,,
Cibiru,-,20000000,120000000,2013,Mikro,,,,,,,,,,,,
Cibiru,2,10000000,20000000,2015,-,,,,,,,,,,,,
Cibiru,2,-,20000000,2015,-,,,,,,,,,,,,
Cibiru,1,-,24000000,2016,-,,,,,,,,,,,,
Cibiru,-,-,-,-,-,,,,,,,,,,,,
Cibiru,-,-,-,-,-,,,,,,,,,,,,
Cibiru,-,-,-,-,-,,,,,,,,,,,,
Cibiru,-,-,-,-,-,,,,,,,,,,,,
Cibiru,-,-,-,-,-,,,,,,,,,,,,
Cibiru,-,-,-,-,-,,,,,,,,,,,,
Cibiru,2,10000000,90000000,2016,-,,,,,,,,,,,,
Cibiru,3,-,7500000,2012,-,,,,,,,,,,,,
Cibiru,3,-,-,2015,-,,,,,,,,,,,,
Cibiru,-,10000000,24000000,2012,-,,,,,,,,,,,,
Cibiru,1,10000000,36000000,2013,-,,,,,,,,,,,,
Cibiru,-,-,-,2017,-,,,,,,,,,,,,
Cibiru,2,1500000,24000000,2016,Mikro,,,,,,,,,,,,
Cibiru,-,-,30000000,2014,-,,,,,,,,,,,,
Cibiru,2,-,24000000,-,-No,,,,,,,,,,,,
Cicendo,1,3000000,2400000,2002,Mikro,,,,,,,,,,,,
Cicendo,3,10000000,9000000,1989,Mikro,,,,,,,,,,,,
Cicendo,1,4000000,9000000,2001,Mikro,,,,,,,,,,,,
Cicendo,0,4000000,2400000,2002,Mikro,Kecamatan,Kelurahan,Nama Perusahaan,Nama Pemilik,Alamat,Telepon/Hp,Jenis Usaha,Jumlah Karyawan,Aset,Omset,Tahun Berdiri,Keterangan
Cicendo,0,3000000,2400000,1999,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,9000000,2000,Mikro,,,,,,,,,,,,
Cicendo,0,4000000,9000000,2002,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,2400000,2002,Mikro,,,,,,,,,,,,
Cicendo,0,14000000,4200000,1978,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,2000,Mikro,,,,,,,,,,,,
Cicendo,0,4000000,4200000,2001,Mikro,,,,,,,,,,,,
Cicendo,1,10000000,2400000,2002,Mikro,,,,,,,,,,,,
Cicendo,3,3000000,2400000,2002,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,9000000,1999,Mikro,,,,,,,,,,,,
Cicendo,1,10000000,2400000,1970,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,9000000,1999,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,9000000,1973,Mikro,,,,,,,,,,,,
Cicendo,6,4000000,9000000,1980,Mikro,,,,,,,,,,,,
Cicendo,3,10000000,9000000,1985,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,2002,Mikro,,,,,,,,,,,,
Cicendo,3,10000000,9000000,1985,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,2002,Mikro,,,,,,,,,,,,
Cicendo,0,4000000,4200000,1995,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,1974,Mikro,,,,,,,,,,,,
Cicendo,2,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,1984,Mikro,,,,,,,,,,,,
Cicendo,1,3000000,4200000,2002,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,2400000,1989,Mikro,,,,,,,,,,,,
Cicendo,0,4000000,9000000,1999,Mikro,,,,,,,,,,,,
Cicendo,0,15000000,4200000,1990,Mikro,,,,,,,,,,,,
Cicendo,1,3000000,2400000,1948,Mikro,,,,,,,,,,,,
Cicendo,2,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Cicendo,1,3000000,4200000,1990,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,4200000,2001,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,2400000,2000,Mikro,,,,,,,,,,,,
Cicendo,1,3000000,9000000,1997,Mikro,,,,,,,,,,,,
Cicendo,0,3000000,2400000,1995,Mikro,,,,,,,,,,,,
Cicendo,6,-,180000000,1995,Mikro,,,,,,,,,,,,
Cicendo,1,3600000,180000000,2007,Mikro,,,,,,,,,,,,
Cicendo,1,500000,180000000,2000,Mikro,,,,,,,,,,,,
Cicendo,1,2000000,180000000,2003,Mikro,,,,,,,,,,,,
Cicendo,0,-,120000000,2003,Mikro,,,,,,,,,,,,
Cicendo,1,1000000,72000000,2003,Mikro,,,,,,,,,,,,
Cicendo,2,-,72000000,2000,Mikro,,,,,,,,,,,,
Cicendo,1,600000,54000000,1996,Mikro,,,,,,,,,,,,
Cicendo,0,500000,36000000,1990,Mikro,,,,,,,,,,,,
Cicendo,1,500000,36000000,1995,Mikro,,,,,,,,,,,,
