Kecamatan,Jumlah Karyawan,Aset,Omset,Lama Berdiri(Tahun),Kategori Usaha
Bojongloa Kidul,20,40000000.0,750000000.0,19.0,Mikro
Buahbatu,4,275000.0,300000000.0,19.0,Mikro
Buahbatu,20,37300000.0,192000000.0,15.0,Mikro
Buahbatu,0,100000000.0,180000000.0,19.0,Kecil
Buahbatu,5,50000000.0,180000000.0,14.0,Mikro
Buahbatu,7,35000000.0,144000000.0,14.0,Mikro
Buahbatu,0,95000000.0,138000000.0,17.0,Kecil
Buahbatu,6,25000000.0,120000000.0,23.0,Mikro
Buahbatu,0,350000.0,108000000.0,16.0,Mikro
Buahbatu,3,20605000.0,96000000.0,29.0,Mikro
Buahbatu,0,400000.0,72000000.0,18.0,Mikro
Buahbatu,2,85000000.0,60000000.0,14.0,Kecil
Buahbatu,0,500000.0,60000000.0,29.0,Mikro
Buahbatu,3,1500000.0,42000000.0,29.0,Mikro
Buahbatu,1,100000000.0,30000000.0,19.0,Kecil
Buahbatu,3,5000000.0,18000000.0,29.0,Mikro
Buahbatu,0,175000.0,14400000.0,14.0,Mikro
Buahbatu,1,6000000.0,12000000.0,15.0,Mikro
Buahbatu,0,500000.0,12000000.0,13.0,Mikro
Buahbatu,0,600000.0,8400000.0,28.0,Mikro
Buahbatu,0,150000.0,1200000.0,12.0,Mikro
Buahbatu,0,120000.0,600000.0,19.0,Mikro
Buahbatu,3,30000000.0,60000000.0,13.0,Mikro
Buahbatu,5,20000000.0,50000000.0,18.0,Mikro
Buahbatu,4,20000000.0,36000000.0,21.0,Mikro
Buahbatu,2,5000000.0,72000000.0,21.0,Mikro
Buahbatu,2,15000000.0,80000000.0,14.0,Mikro
Buahbatu,10,50000000.0,272000000.0,20.0,Mikro
Buahbatu,4,2000000.0,19000000.0,21.0,Mikro
Buahbatu,3,7000000.0,183000000.0,15.0,Mikro
Buahbatu,5,30000000.0,120000000.0,18.0,Mikro
Buahbatu,3,2000000.0,20000000.0,18.0,Mikro
Buahbatu,4,32000000.0,140000000.0,25.0,Mikro
Buahbatu,2,5000000.0,24000000.0,14.0,Mikro
Buahbatu,5,5000000.0,90000000.0,16.0,Mikro
Buahbatu,6,13000000.0,60000000.0,18.0,Mikro
Buahbatu,3,15000000.0,104000000.0,13.0,Mikro
Buahbatu,15,150000000.0,8000000.0,22.0,Kecil
Buahbatu,7,50000000.0,300000000.0,16.0,Mikro
Buahbatu,7,29000000.0,396000000.0,12.0,Mikro
Buahbatu,6,20000000.0,150000000.0,15.0,Mikro
Buahbatu,6,10000000.0,200000000.0,9.0,Mikro
Buahbatu,2,20000000.0,150000000.0,9.0,Mikro
Buahbatu,2,20000000.0,42000000.0,8.0,Mikro
Buahbatu,4,10000000.0,60000000.0,8.0,Mikro
Buahbatu,5,400000000.0,360000000.0,23.0,Kecil
Buahbatu,25,350000000.0,1500000000.0,14.0,Kecil
Buahbatu,3,50000000.0,180000000.0,5.0,Mikro
Buahbatu,2,13000000.0,60000000.0,7.0,Mikro
Buahbatu,2,25000000.0,50000000.0,14.0,Mikro
Buahbatu,1,13700000.0,9600000.0,6.0,Mikro
Buahbatu,3,200000000.0,240000000.0,16.0,Mikro
Buahbatu,2,3000000.0,4200000.0,19.0,Mikro
Buahbatu,0,3000000.0,4200000.0,18.0,Mikro
Buahbatu,0,3000000.0,4200000.0,21.0,Mikro
Buahbatu,0,3000000.0,4200000.0,24.0,Mikro
Buahbatu,2,3000000.0,2400000.0,34.0,Mikro
Buahbatu,0,3000000.0,4200000.0,18.0,Mikro
Buahbatu,1,3000000.0,4200000.0,19.0,Mikro
Buahbatu,0,3000000.0,4200000.0,17.0,Mikro
Buahbatu,0,3000000.0,4200000.0,18.0,Mikro
Buahbatu,0,3000000.0,2400000.0,18.0,Mikro
Buahbatu,0,3000000.0,4200000.0,19.0,Mikro
Buahbatu,1,3000000.0,4200000.0,19.0,Mikro
Buahbatu,1,3000000.0,2400000.0,18.0,Mikro
Buahbatu,1,3000000.0,4200000.0,20.0,Mikro
Buahbatu,0,3000000.0,4200000.0,33.0,Mikro
Buahbatu,3,3000000.0,4200000.0,21.0,Mikro
Buahbatu,3,3000000.0,4200000.0,30.0,Mikro
Buahbatu,0,3000000.0,2400000.0,39.0,Mikro
Buahbatu,0,3000000.0,4200000.0,39.0,Mikro
Buahbatu,1,3000000.0,4200000.0,19.0,Mikro
Buahbatu,1,3000000.0,4200000.0,20.0,Mikro
Buahbatu,0,3000000.0,2400000.0,29.0,Mikro
Buahbatu,2,3000000.0,2400000.0,22.0,Mikro
Buahbatu,3,3000000.0,2400000.0,17.0,Mikro
Buahbatu,1,4000000.0,4200000.0,39.0,Mikro
Buahbatu,0,3000000.0,4200000.0,18.0,Mikro
Buahbatu,0,4000000.0,2400000.0,22.0,Mikro
Buahbatu,0,4000000.0,4200000.0,21.0,Mikro
Buahbatu,0,3000000.0,4200000.0,19.0,Mikro
Buahbatu,0,4000000.0,2400000.0,17.0,Mikro
Buahbatu,0,3000000.0,9000000.0,17.0,Mikro
Buahbatu,1,3000000.0,4200000.0,17.0,Mikro
Buahbatu,0,3000000.0,4200000.0,17.0,Mikro
Buahbatu,1,4000000.0,4200000.0,29.0,Mikro
Buahbatu,0,3000000.0,4200000.0,29.0,Mikro
Buahbatu,0,3000000.0,4200000.0,22.0,Mikro
Buahbatu,1,3000000.0,4200000.0,20.0,Mikro
Buahbatu,0,3000000.0,4200000.0,21.0,Mikro
Buahbatu,1,3000000.0,2400000.0,20.0,Mikro
Buahbatu,3,4000000.0,4200000.0,30.0,Mikro
Buahbatu,1,3000000.0,4200000.0,20.0,Mikro
Buahbatu,1,3000000.0,4200000.0,29.0,Mikro
Buahbatu,2,3000000.0,9000000.0,28.0,Mikro
Buahbatu,1,3000000.0,4200000.0,17.0,Mikro
Buahbatu,0,600000000.0,540000000.0,25.0,Menengah
Buahbatu,4,17000000.0,480000000.0,18.0,Kecil
Buahbatu,2,5000000.0,5500000.0,7.0,Mikro
Buahbatu,5,95000000.0,100000000.0,10.0,Mikro
Buahbatu,4,8000000.0,192000000.0,8.0,Mikro
Buahbatu,1,10000000.0,7000000.0,9.0,Mikro
Buahbatu,1,1000000.0,15000000.0,9.0,Mikro
Buahbatu,2,4000000.0,80000000.0,7.0,Mikro
Buahbatu,2,300000000.0,24000000.0,21.0,Mikro
Buahbatu,10,40000000.0,300000000.0,7.0,Mikro
Buahbatu,2,10000000.0,6000000.0,6.0,Mikro
Buahbatu,2,15000000.0,160000000.0,6.0,Mikro
Buahbatu,2,25000000.0,90000000.0,6.0,Mikro
Buahbatu,20,5000000000.0,1500000000.0,7.0,Kecil
Buahbatu,2,5000000.0,70000000.0,4.0,Mikro
Buahbatu,14,30000000.0,80000000.0,6.0,Mikro
Buahbatu,20,250000000.0,700000000.0,24.0,Kecil
Cibeunying Kaler,3,18000000.0,40000000.0,5.0,Mikro
Cibeunying Kaler,1,3000000.0,2400000.0,18.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,43.0,Mikro
Cibeunying Kaler,0,3000000.0,12000000.0,22.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,22.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,22.0,Mikro
Cibeunying Kaler,2,3000000.0,9000000.0,21.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,23.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,32.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,18.0,Mikro
Cibeunying Kaler,0,4000000.0,2400000.0,34.0,Mikro
Cibeunying Kaler,0,4000000.0,4200000.0,23.0,Mikro
Cibeunying Kaler,0,4000000.0,4200000.0,26.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,17.0,Mikro
Cibeunying Kaler,0,10000000.0,9000000.0,24.0,Mikro
Cibeunying Kaler,6,3000000.0,4200000.0,27.0,Mikro
Cibeunying Kaler,0,10000000.0,4200000.0,23.0,Mikro
Cibeunying Kaler,1,3000000.0,2400000.0,33.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,27.0,Mikro
Cibeunying Kaler,0,25000000.0,9000000.0,22.0,Mikro
Cibeunying Kaler,2,3000000.0,2400000.0,22.0,Mikro
Cibeunying Kaler,0,4000000.0,9000000.0,20.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,22.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,24.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,21.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,47.0,Mikro
Cibeunying Kaler,0,4000000.0,4200000.0,21.0,Mikro
Cibeunying Kaler,0,4000000.0,2400000.0,20.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,18.0,Mikro
Cibeunying Kaler,2,4000000.0,9000000.0,19.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,21.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,27.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,22.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,21.0,Mikro
Cibeunying Kaler,0,3000000.0,9000000.0,29.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,20.0,Mikro
Cibeunying Kaler,0,3000000.0,4200000.0,23.0,Mikro
Cibeunying Kaler,1,3000000.0,9000000.0,20.0,Mikro
Cibeunying Kaler,0,3000000.0,2400000.0,19.0,Mikro
Cibeunying Kaler,1,3000000.0,9000000.0,24.0,Mikro
Cibeunying Kaler,6,7240000000.0,240000000.0,35.0,Menengah
Cibeunying Kaler,1,55000000.0,240000000.0,24.0,Kecil
Cibeunying Kaler,2,2000000.0,180000000.0,15.0,Mikro
Cibeunying Kaler,3,5000000.0,120000000.0,11.0,Mikro
Cibeunying Kaler,1,2500000.0,108000000.0,44.0,Mikro
Cibeunying Kaler,1,10000000.0,36000000.0,24.0,Mikro
Cibeunying Kaler,1,15000000.0,27000000.0,13.0,Mikro
Cibeunying Kaler,1,16000000.0,24000000.0,13.0,Mikro
Cibeunying Kaler,1,1395000.0,18000000.0,21.0,Mikro
Cibeunying Kaler,1,2500000.0,18000000.0,15.0,Mikro
Cibeunying Kaler,1,200000.0,9600000.0,21.0,Mikro
Cibeunying Kaler,1,1000000.0,8400000.0,28.0,Mikro
Cibeunying Kaler,1,500000.0,7200000.0,38.0,Mikro
Cibeunying Kaler,1,300000.0,6000000.0,13.0,Mikro
Cibeunying Kaler,5,15000000.0,180000000.0,16.0,Mikro
Cibeunying Kaler,2,20000000.0,60000000.0,50.0,Mikro
Cibeunying Kaler,5,10000000.0,15000000.0,16.0,Mikro
Cibeunying Kaler,9,49000000.0,162000000.0,18.0,Mikro
Cibeunying Kaler,5,25000000.0,75000000.0,22.0,Mikro
Cibeunying Kaler,2,50000000.0,130000000.0,20.0,Mikro
Cibeunying Kaler,6,150000000.0,75000000.0,20.0,Kecil
Cibeunying Kaler,2,5000000.0,24000000.0,20.0,Mikro
Cibeunying Kaler,2,12000000.0,60000000.0,15.0,Mikro
Cibeunying Kaler,3,150000000.0,300000000.0,26.0,Kecil
Cibeunying Kaler,1,5000000.0,60000000.0,23.0,Mikro
Cibeunying Kaler,4,25000000.0,144000000.0,15.0,Mikro
Cibeunying Kaler,5,5500000.0,36000000.0,22.0,Mikro
Cibeunying Kaler,3,10000000.0,15000000.0,19.0,Mikro
Cibeunying Kaler,4,20000000.0,120000000.0,14.0,Mikro
Cibeunying Kaler,5,20000000.0,84000000.0,14.0,Mikro
Cibeunying Kaler,2,15000000.0,120000000.0,14.0,Mikro
Cibeunying Kaler,8,50000000.0,400000000.0,22.0,Mikro
Cibeunying Kaler,7,60000000.0,600000000.0,34.0,Kecil
Cibeunying Kaler,30,1500000000.0,2000000000.0,21.0,Menengah
Cibeunying Kaler,7,200000000.0,350000000.0,17.0,Kecil
Cibeunying Kaler,20,200000000.0,500000000.0,27.0,Kecil
Cibeunying Kaler,17,123300000.0,600000000.0,17.0,Kecil
Cibeunying Kaler,10,100000000.0,425000000.0,29.0,Menengah
Cibeunying Kaler,10,100000000.0,425000000.0,29.0,Kecil
Cibeunying Kaler,2,20000000.0,180000000.0,11.0,Mikro
Cibeunying Kaler,6,80000000.0,101000000.0,11.0,Kecil
Cibeunying Kaler,3,9500000.0,8000000.0,15.0,Mikro
Cibeunying Kaler,3,15000000.0,12000000.0,11.0,Mikro
Cibeunying Kaler,2,50000000.0,150000000.0,12.0,Mikro
Cibeunying Kaler,4,4000000.0,70000000.0,9.0,Mikro
Cibeunying Kaler,21,100000000.0,150000000.0,21.0,Mikro
Cibeunying Kaler,4,100000000.0,30000000.0,8.0,Mikro
Cibeunying Kaler,6,2000000000.0,1200000000.0,15.0,Kecil
Cibeunying Kaler,10,50000000.0,250000000.0,7.0,Mikro
Cibeunying Kaler,4,35000000.0,150000000.0,10.0,Mikro
Cibeunying Kaler,4,36000000.0,50000000.0,12.0,Mikro
Cibeunying Kaler,3,30000000.0,15000000.0,6.0,Mikro
Cibeunying Kaler,9,120000000.0,2000000000.0,4.0,Kecil
Cibeunying Kidul,0,3000000.0,9000000.0,23.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,18.0,Mikro
Cibeunying Kidul,0,4000000.0,9000000.0,17.0,Mikro
Cibeunying Kidul,0,3000000.0,2400000.0,20.0,Mikro
Cibeunying Kidul,0,3000000.0,2400000.0,20.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,35.0,Mikro
Cibeunying Kidul,0,4000000.0,9000000.0,21.0,Mikro
Cibeunying Kidul,2,4000000.0,9000000.0,21.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,22.0,Mikro
Cibeunying Kidul,1,3000000.0,9000000.0,20.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,49.0,Mikro
Cibeunying Kidul,1,3000000.0,2400000.0,18.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,23.0,Mikro
Cibeunying Kidul,1,4000000.0,2400000.0,22.0,Mikro
Cibeunying Kidul,0,3000000.0,9000000.0,34.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,21.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,28.0,Mikro
Cibeunying Kidul,0,3000000.0,9000000.0,39.0,Mikro
Cibeunying Kidul,0,3000000.0,9000000.0,39.0,Mikro
Cibeunying Kidul,0,3000000.0,2400000.0,35.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,59.0,Mikro
Cibeunying Kidul,4,10000000.0,2400000.0,20.0,Mikro
Cibeunying Kidul,0,4000000.0,4200000.0,19.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,21.0,Mikro
Cibeunying Kidul,0,3000000.0,9000000.0,24.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,22.0,Mikro
Cibeunying Kidul,0,4000000.0,4200000.0,19.0,Mikro
Cibeunying Kidul,1,3000000.0,4200000.0,21.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,39.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,18.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,22.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,21.0,Mikro
Cibeunying Kidul,2,4000000.0,2400000.0,26.0,Mikro
Cibeunying Kidul,1,3000000.0,9000000.0,22.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,17.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,28.0,Mikro
Cibeunying Kidul,0,4000000.0,4200000.0,21.0,Mikro
Cibeunying Kidul,1,3000000.0,9000000.0,20.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,19.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,17.0,Mikro
Cibeunying Kidul,0,4000000.0,9000000.0,24.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,35.0,Mikro
Cibeunying Kidul,0,3000000.0,4200000.0,27.0,Mikro
Cibeunying Kidul,0,3000000.0,2400000.0,21.0,Mikro
Cibeunying Kidul,0,3000000.0,9000000.0,17.0,Mikro
Cibeunying Kidul,2,700000.0,300000000.0,15.0,Mikro
Cibeunying Kidul,1,1000000.0,300000000.0,11.0,Mikro
Cibeunying Kidul,5,21000000.0,270000000.0,16.0,Mikro
Cibeunying Kidul,1,2000000.0,90000000.0,24.0,Mikro
Cibeunying Kidul,2,1500000.0,72000000.0,22.0,Mikro
Cibeunying Kidul,1,400000.0,72000000.0,59.0,Mikro
Cibeunying Kidul,1,350000.0,36000000.0,29.0,Mikro
Cibeunying Kidul,1,600000.0,36000000.0,20.0,Mikro
Cibeunying Kidul,1,500000.0,24000000.0,20.0,Mikro
Cibeunying Kidul,1,250000.0,18000000.0,13.0,Mikro
Cibeunying Kidul,1,150000.0,14400000.0,12.0,Mikro
Cibeunying Kidul,1,1500000.0,8400000.0,17.0,Mikro
Cibeunying Kidul,1,500000.0,1800000.0,23.0,Mikro
Cibeunying Kidul,1,500000.0,7200000.0,22.0,Mikro
Cibeunying Kidul,2,5000000.0,24000000.0,22.0,Mikro
Cibeunying Kidul,1,3000000.0,36000000.0,24.0,Mikro
Cibeunying Kidul,2,25000000.0,108000000.0,19.0,Mikro
Cibeunying Kidul,6,5000000.0,18500000.0,58.0,Mikro
Cibeunying Kidul,1,1000000.0,40000000.0,18.0,Mikro
Cibeunying Kidul,2,15000000.0,95000000.0,13.0,Mikro
Cibeunying Kidul,14,50000000.0,20000000.0,20.0,Mikro
Cibeunying Kidul,23,30000000.0,150000000.0,27.0,Mikro
Cibeunying Kidul,7,50000000.0,24000000.0,34.0,Mikro
Cibeunying Kidul,7,5000000.0,50000000.0,29.0,Mikro
Cibeunying Kidul,4,20000000.0,60000000.0,28.0,Mikro
Cibeunying Kidul,9,75000000.0,60000000.0,22.0,Kecil
Cibeunying Kidul,25,100000000.0,120000000.0,39.0,Kecil
Cibeunying Kidul,7,40000000.0,60000000.0,22.0,Mikro
Cibeunying Kidul,8,750000000.0,150000000.0,24.0,Kecil
Cibeunying Kidul,20,75000000.0,480000000.0,20.0,Kecil
Cibeunying Kidul,7,30000000.0,50000000.0,22.0,Mikro
Cibeunying Kidul,2,12000000.0,100000000.0,10.0,Mikro
Cibeunying Kidul,1,25000000.0,150000000.0,8.0,Mikro
Cibeunying Kidul,10,200000000.0,100000000.0,9.0,Mikro
Cibeunying Kidul,3,30000000.0,25000000.0,5.0,Mikro
Cibeunying Kidul,15,300000000.0,200000000.0,24.0,Mikro
Cibeunying Kidul,3,90000000.0,240000000.0,6.0,Mikro
Cibeunying Kidul,10,1000000000.0,500000000.0,6.0,Kecil
Cibiru,4,3000000.0,2400000.0,30.0,Mikro
Cibiru,0,3000000.0,4200000.0,19.0,Mikro
Cibiru,0,3000000.0,9000000.0,19.0,Mikro
Cibiru,0,4000000.0,2400000.0,22.0,Mikro
Cibiru,0,3000000.0,4200000.0,29.0,Mikro
Cibiru,1,3000000.0,9000000.0,20.0,Mikro
Cibiru,3,3000000.0,4200000.0,32.0,Mikro
Cibiru,0,3000000.0,4200000.0,49.0,Mikro
Cibiru,0,3000000.0,9000000.0,26.0,Mikro
Cibiru,0,3000000.0,9000000.0,18.0,Mikro
Cibiru,2,10000000.0,9000000.0,20.0,Mikro
Cibiru,0,3000000.0,9000000.0,29.0,Mikro
Cibiru,1,3000000.0,9000000.0,19.0,Mikro
Cibiru,0,6000000.0,2400000.0,29.0,Mikro
Cibiru,6,30000000.0,300000000.0,17.0,Mikro
Cibiru,2,600000000.0,216000000.0,29.0,Menengah
Cibiru,3,9000000.0,180000000.0,15.0,Mikro
Cibiru,2,6000000.0,180000000.0,13.0,Mikro
Cibiru,2,20000000.0,180000000.0,12.0,Mikro
Cibiru,2,9000000.0,144000000.0,16.0,Mikro
Cibiru,2,9000000.0,144000000.0,13.0,Mikro
Cibiru,3,9000000.0,144000000.0,15.0,Mikro
Cibiru,3,3000000.0,144000000.0,12.0,Mikro
Cibiru,2,2500000.0,132000000.0,15.0,Mikro
Cibiru,2,1500000.0,108000000.0,11.0,Mikro
Cibiru,2,2000000.0,108000000.0,16.0,Mikro
Cibiru,2,1600000.0,108000000.0,16.0,Mikro
Cibiru,3,400000000.0,108000000.0,14.0,Kecil
Cibiru,1,10000000.0,108000000.0,17.0,Mikro
Cibiru,3,10000000.0,108000000.0,15.0,Mikro
Cibiru,2,15000000.0,108000000.0,12.0,Mikro
Cibiru,4,20000000.0,108000000.0,17.0,Mikro
Cibiru,2,2000000.0,108000000.0,18.0,Mikro
Cibiru,2,20000000.0,90000000.0,17.0,Mikro
Cibiru,4,500000000.0,84000000.0,25.0,Kecil
Cibiru,2,20000000.0,84000000.0,15.0,Mikro
Cibiru,2,4000000.0,72000000.0,16.0,Mikro
Cibiru,3,6000000.0,72000000.0,15.0,Mikro
Cibiru,1,20000000.0,72000000.0,15.0,Mikro
Cibiru,1,8000000.0,72000000.0,17.0,Mikro
Cibiru,2,1000000.0,72000000.0,29.0,Mikro
Cibiru,0,15000000.0,72000000.0,12.0,Mikro
Cibiru,1,13000000.0,60000000.0,13.0,Mikro
Cibiru,3,12000000.0,60000000.0,14.0,Mikro
Cibiru,1,2000000.0,60000000.0,12.0,Mikro
Cibiru,0,500000.0,54000000.0,14.0,Mikro
Cibiru,2,1500000.0,46800000.0,15.0,Mikro
Cibiru,1,3000000.0,36000000.0,12.0,Mikro
Cibiru,1,30000000.0,36000000.0,12.0,Mikro
Cibiru,0,400000.0,24000000.0,12.0,Mikro
Cibiru,0,200000.0,24000000.0,11.0,Mikro
Cibiru,2,7000000.0,24000000.0,15.0,Mikro
Cibiru,1,600000.0,18000000.0,14.0,Mikro
Cibiru,1,1500000.0,18000000.0,14.0,Mikro
Cibiru,0,1000000.0,12000000.0,12.0,Mikro
Cibiru,1,3000000.0,9600000.0,22.0,Mikro
Cibiru,13,300000000.0,1500000000.0,29.0,Kecil
Cibiru,2,1500000.0,540000000.0,21.0,Mikro
Cibiru,1,3000000.0,9000000.0,15.0,Mikro
Cibiru,11,5000000.0,33600000.0,63.0,Mikro
Cibiru,6,1000000.0,6000000.0,16.0,Mikro
Cibiru,3,100000000.0,200000000.0,20.0,Kecil
Cibiru,4,150000000.0,200000000.0,18.0,Kecil
Cibiru,8,5000000.0,24000000.0,32.0,Mikro
Cibiru,10,4000000.0,120000000.0,14.0,Mikro
Cibiru,3,100000000.0,10000000.0,10.0,Kecil
Cibiru,15,217600000.0,360000000.0,25.0,Kecil
Cibiru,6,125000000.0,360000000.0,22.0,Kecil
Cibiru,2,10000000.0,20000000.0,12.0,Mikro
Cibiru,1,50000000.0,30000000.0,11.0,Mikro
Cibiru,3,15000000.0,30000000.0,16.0,Mikro
Cibiru,3,20000000.0,36000000.0,11.0,Mikro
Cibiru,6,50000000.0,250000000.0,11.0,Mikro
Cibiru,8,80000000.0,150000000.0,21.0,Mikro
Cibiru,6,100000000.0,300000000.0,11.0,Mikro
Cibiru,4,10000000.0,15000000.0,10.0,Mikro
Cibiru,4,10000000.0,50000000.0,15.0,Mikro
Cibiru,3,300000000.0,300000000.0,8.0,Mikro
Cibiru,2,1500000.0,24000000.0,3.0,Mikro
Cicendo,1,3000000.0,2400000.0,17.0,Mikro
Cicendo,3,10000000.0,9000000.0,30.0,Mikro
Cicendo,1,4000000.0,9000000.0,18.0,Mikro
Cicendo,0,4000000.0,2400000.0,17.0,Mikro
Cicendo,0,3000000.0,2400000.0,20.0,Mikro
Cicendo,0,3000000.0,9000000.0,19.0,Mikro
Cicendo,0,4000000.0,9000000.0,17.0,Mikro
Cicendo,0,3000000.0,2400000.0,17.0,Mikro
Cicendo,0,14000000.0,4200000.0,41.0,Mikro
Cicendo,0,3000000.0,4200000.0,19.0,Mikro
Cicendo,0,4000000.0,4200000.0,18.0,Mikro
Cicendo,1,10000000.0,2400000.0,17.0,Mikro
Cicendo,3,3000000.0,2400000.0,17.0,Mikro
Cicendo,0,3000000.0,9000000.0,20.0,Mikro
Cicendo,1,10000000.0,2400000.0,49.0,Mikro
Cicendo,0,3000000.0,9000000.0,20.0,Mikro
Cicendo,0,3000000.0,9000000.0,46.0,Mikro
Cicendo,6,4000000.0,9000000.0,39.0,Mikro
Cicendo,3,10000000.0,9000000.0,34.0,Mikro
Cicendo,0,3000000.0,4200000.0,17.0,Mikro
Cicendo,3,10000000.0,9000000.0,34.0,Mikro
Cicendo,0,3000000.0,4200000.0,17.0,Mikro
Cicendo,0,4000000.0,4200000.0,24.0,Mikro
Cicendo,0,3000000.0,4200000.0,45.0,Mikro
Cicendo,2,3000000.0,4200000.0,29.0,Mikro
Cicendo,0,3000000.0,4200000.0,29.0,Mikro
Cicendo,0,3000000.0,4200000.0,35.0,Mikro
Cicendo,1,3000000.0,4200000.0,17.0,Mikro
Cicendo,0,3000000.0,4200000.0,29.0,Mikro
Cicendo,0,3000000.0,2400000.0,30.0,Mikro
Cicendo,0,4000000.0,9000000.0,20.0,Mikro
Cicendo,0,15000000.0,4200000.0,29.0,Mikro
Cicendo,1,3000000.0,2400000.0,71.0,Mikro
Cicendo,2,3000000.0,4200000.0,18.0,Mikro
Cicendo,0,3000000.0,4200000.0,18.0,Mikro
Cicendo,1,3000000.0,4200000.0,29.0,Mikro
Cicendo,0,3000000.0,4200000.0,18.0,Mikro
Cicendo,0,3000000.0,2400000.0,19.0,Mikro
Cicendo,1,3000000.0,9000000.0,22.0,Mikro
Cicendo,0,3000000.0,2400000.0,24.0,Mikro
Cicendo,1,3600000.0,180000000.0,12.0,Mikro
Cicendo,1,500000.0,180000000.0,19.0,Mikro
Cicendo,1,2000000.0,180000000.0,16.0,Mikro
Cicendo,1,1000000.0,72000000.0,16.0,Mikro
Cicendo,1,600000.0,54000000.0,23.0,Mikro
Cicendo,0,500000.0,36000000.0,29.0,Mikro
Cicendo,1,500000.0,36000000.0,24.0,Mikro
Cicendo,0,1000000.0,36000000.0,20.0,Mikro
Cicendo,1,1300000.0,24000000.0,12.0,Mikro
Cicendo,0,500000.0,18000000.0,19.0,Mikro
Cicendo,3,500000.0,18000000.0,12.0,Mikro
Cicendo,3,30000000.0,132000000.0,17.0,Mikro
Cicendo,2,1000000.0,120000000.0,21.0,Mikro
Cicendo,2,2000000.0,120000000.0,13.0,Mikro
Cicendo,1,600000000.0,60000000.0,14.0,Menengah
Cicendo,1,1500000.0,60000000.0,19.0,Mikro
Cicendo,0,300000.0,54000000.0,16.0,Mikro
Cicendo,1,2500000.0,48000000.0,17.0,Mikro
Cicendo,0,500000000.0,36000000.0,27.0,Kecil
Cicendo,40,500000.0,2400000000.0,23.0,Mikro
Cicendo,4,4000000.0,1200000000.0,18.0,Mikro
Cicendo,4,2500000.0,360000000.0,24.0,Mikro
Cicendo,15,60000000.0,200000000.0,21.0,Kecil
Cicendo,2,8000000.0,15000000.0,14.0,Mikro
Cicendo,6,27000000.0,180000000.0,43.0,Mikro
Cicendo,6,25000000.0,14000000.0,17.0,Mikro
Cicendo,4,20000000.0,130000000.0,26.0,Mikro
Cicendo,10,15000000.0,15000000.0,13.0,Mikro
Cicendo,5,3500000.0,30000000.0,12.0,Mikro
Cicendo,24,75000000.0,1200000000.0,22.0,Kecil
Cicendo,5,75000000.0,60000000.0,21.0,Kecil
Cicendo,5,300000000.0,200000000.0,10.0,Kecil
Cicendo,3,30000000.0,200000000.0,9.0,Mikro
Cicendo,3,10000000.0,30000000.0,6.0,Mikro
Cicendo,1,30000000.0,60000000.0,10.0,Mikro
Cicendo,5,15000000.0,12000000.0,6.0,Mikro
Cicendo,3,20000000.0,30000000.0,7.0,Mikro
Cicendo,2,5000000.0,20000000.0,4.0,Mikro
Cicendo,3,10000000.0,30000000.0,4.0,Mikro
