Kecamatan,Jumlah Karyawan,Aset,Omset,Lama Berdiri(Tahun),Kategori Usaha
Rancasari,0,3000000.0,4200000.0,31.0,Mikro
Rancasari,0,4000000.0,4200000.0,30.0,Mikro
Rancasari,0,4000000.0,4200000.0,21.0,Mikro
Rancasari,0,4000000.0,9000000.0,32.0,Mikro
Rancasari,0,3000000.0,9000000.0,31.0,Mikro
Rancasari,0,4000000.0,9000000.0,30.0,Mikro
Rancasari,0,3000000.0,9000000.0,30.0,Mikro
Rancasari,0,4000000.0,9000000.0,23.0,Mikro
Rancasari,0,3000000.0,4200000.0,31.0,Mikro
Rancasari,0,4000000.0,4200000.0,22.0,Mikro
Rancasari,1,11500000.0,270000000.0,17.0,Mikro
Rancasari,2,40000000.0,240000000.0,13.0,Mikro
Rancasari,3,10000000.0,204000000.0,21.0,Mikro
Rancasari,2,80000000.0,144000000.0,13.0,Kecil
Rancasari,6,16000000.0,120000000.0,20.0,Mikro
Rancasari,1,40000000.0,108000000.0,20.0,Mikro
Rancasari,1,50000000.0,72000000.0,17.0,Mikro
Rancasari,1,120000000.0,72000000.0,14.0,Kecil
Rancasari,1,62000000.0,72000000.0,18.0,Kecil
Rancasari,1,56000000.0,72000000.0,17.0,Kecil
Rancasari,1,73000000.0,60000000.0,12.0,Kecil
Rancasari,3,30000000.0,60000000.0,15.0,Mikro
Rancasari,0,62000000.0,48000000.0,14.0,Kecil
Rancasari,2,61000000.0,48000000.0,20.0,Kecil
Rancasari,4,53500000.0,42000000.0,20.0,Kecil
Rancasari,3,28000000.0,36000000.0,18.0,Mikro
Rancasari,2,46000000.0,36000000.0,12.0,Mikro
Rancasari,2,50000000.0,36000000.0,20.0,Mikro
Rancasari,1,16000000.0,30000000.0,14.0,Mikro
Rancasari,1,800000.0,30000000.0,15.0,Mikro
Rancasari,2,56500000.0,30000000.0,13.0,Kecil
Rancasari,1,2000000.0,24000000.0,17.0,Mikro
Rancasari,2,31000000.0,24000000.0,16.0,Mikro
Rancasari,0,44500000.0,24000000.0,15.0,Mikro
Rancasari,1,1100000.0,24000000.0,18.0,Mikro
Rancasari,2,28000000.0,24000000.0,18.0,Mikro
Rancasari,3,45000000.0,24000000.0,13.0,Mikro
Rancasari,0,1000000.0,18000000.0,18.0,Mikro
Rancasari,0,1500000.0,12000000.0,14.0,Mikro
Rancasari,2,35000000.0,12000000.0,19.0,Mikro
Rancasari,3,2800000.0,12000000.0,25.0,Mikro
Rancasari,1,30000000.0,12000000.0,15.0,Mikro
Rancasari,4,10000000.0,80000000.0,15.0,Mikro
Rancasari,3,15000000.0,96000000.0,25.0,Mikro
Rancasari,4,7000000.0,5000000.0,20.0,Mikro
Rancasari,1,60000000.0,38000000.0,17.0,Kecil
Rancasari,6,110000000.0,180000000.0,25.0,Kecil
Rancasari,16,36000000.0,300000000.0,39.0,Mikro
Rancasari,20,50000000.0,100000000.0,22.0,Mikro
Rancasari,5,350000000.0,150000000.0,33.0,Kecil
Rancasari,2,25000000.0,35000000.0,16.0,Mikro
Rancasari,12,286000000.0,67000000.0,19.0,Kecil
Rancasari,5,15000000.0,50000000.0,14.0,Mikro
Rancasari,5,15000000.0,90000000.0,16.0,Mikro
Rancasari,4,20000000.0,40000000.0,9.0,Mikro
Rancasari,5,8000000.0,24000000.0,8.0,Mikro
Rancasari,5,2000000.0,30000000.0,20.0,Mikro
Rancasari,4,15000000.0,48000000.0,11.0,Mikro
Rancasari,2,9000000.0,120000000.0,6.0,Mikro
Rancasari,7,20000000.0,36000000.0,11.0,Mikro
Rancasari,5,7000000.0,120000000.0,10.0,Mikro
Rancasari,4,30000000.0,35000000.0,5.0,Mikro
Rancasari,2,49000000.0,180000000.0,8.0,Mikro
Rancasari,2,25000000.0,135000000.0,5.0,Mikro
Rancasari,5,10000000.0,42000000.0,19.0,Mikro
Rancasari,7,15000000.0,240000000.0,7.0,Mikro
Regol,0,4000000.0,4200000.0,22.0,Mikro
Regol,0,4000000.0,4200000.0,19.0,Mikro
Regol,0,4000000.0,2400000.0,18.0,Mikro
Regol,0,4000000.0,4200000.0,17.0,Mikro
Regol,0,4000000.0,4200000.0,17.0,Mikro
Regol,0,3000000.0,4200000.0,19.0,Mikro
Regol,0,4000000.0,4200000.0,19.0,Mikro
Regol,0,4000000.0,2400000.0,40.0,Mikro
Regol,1,3000000.0,4200000.0,20.0,Mikro
Regol,1,3000000.0,4200000.0,50.0,Mikro
Regol,1,3000000.0,4200000.0,30.0,Mikro
Regol,3,3000000.0,9000000.0,20.0,Mikro
Regol,1,4000000.0,9000000.0,25.0,Mikro
Regol,1,3000000.0,4200000.0,22.0,Mikro
Regol,1,4000000.0,9000000.0,19.0,Mikro
Regol,1,3000000.0,4200000.0,28.0,Mikro
Regol,1,3000000.0,4200000.0,18.0,Mikro
Regol,0,3000000.0,4200000.0,19.0,Mikro
Regol,0,3000000.0,4200000.0,20.0,Mikro
Regol,0,3000000.0,4200000.0,19.0,Mikro
Regol,2,3000000.0,4200000.0,25.0,Mikro
Regol,0,3000000.0,4200000.0,20.0,Mikro
Regol,1,4000000.0,4200000.0,22.0,Mikro
Regol,1,3000000.0,4200000.0,19.0,Mikro
Regol,1,4000000.0,9000000.0,21.0,Mikro
Regol,0,3000000.0,4200000.0,21.0,Mikro
Regol,0,4000000.0,9000000.0,18.0,Mikro
Regol,1,4000000.0,4200000.0,29.0,Mikro
Regol,6,3000000.0,9000000.0,26.0,Mikro
Regol,1,3000000.0,9000000.0,26.0,Mikro
Regol,1,3000000.0,9000000.0,22.0,Mikro
Regol,1,3000000.0,4200000.0,21.0,Mikro
Regol,0,4000000.0,4200000.0,17.0,Mikro
Regol,0,4000000.0,4200000.0,21.0,Mikro
Regol,0,3000000.0,4200000.0,19.0,Mikro
Regol,0,3000000.0,4200000.0,24.0,Mikro
Regol,1,3000000.0,4200000.0,54.0,Mikro
Regol,1,3000000.0,4200000.0,19.0,Mikro
Regol,2,3000000.0,2400000.0,17.0,Mikro
Regol,1,3000000.0,4200000.0,22.0,Mikro
Regol,2,3000000.0,4200000.0,26.0,Mikro
Regol,1,3000000.0,4200000.0,20.0,Mikro
Regol,2,1000000.0,108000000.0,15.0,Mikro
Regol,1,2500000.0,96000000.0,13.0,Mikro
Regol,1,1000000.0,90000000.0,21.0,Mikro
Regol,2,1000000.0,90000000.0,36.0,Mikro
Regol,0,2000000.0,72000000.0,37.0,Mikro
Regol,3,50000000.0,72000000.0,22.0,Mikro
Regol,2,2000000.0,48000000.0,23.0,Mikro
Regol,2,2000000.0,36000000.0,29.0,Mikro
Regol,1,6000000.0,36000000.0,19.0,Mikro
Regol,1,2000000.0,24000000.0,33.0,Mikro
Regol,3,10000000.0,21600000.0,19.0,Mikro
Regol,2,1800000.0,21600000.0,14.0,Mikro
Regol,1,100000.0,8400000.0,13.0,Mikro
Regol,1,5000000.0,12000000.0,16.0,Mikro
Regol,1,3500000.0,10000000.0,14.0,Mikro
Regol,5,45000000.0,280000000.0,38.0,Mikro
Regol,2,15000000.0,30000000.0,14.0,Mikro
Regol,3,20000000.0,35000000.0,12.0,Mikro
Regol,2,5000000.0,15000000.0,14.0,Mikro
Regol,5,6000000.0,96000000.0,17.0,Mikro
Regol,2,3000000.0,36000000.0,11.0,Mikro
Regol,3,200000000.0,480000000.0,18.0,Kecil
Regol,2,3000000.0,10000000.0,13.0,Mikro
Regol,1,2000000.0,100000000.0,16.0,Mikro
Regol,3,1000000.0,24000000.0,8.0,Mikro
Regol,1,10000000.0,600000000.0,10.0,Kecil
Regol,2,5000000.0,90000000.0,9.0,Mikro
Regol,4,20000000.0,50000000.0,7.0,Mikro
Regol,3,4500000.0,6250000.0,7.0,Mikro
Regol,5,10000000.0,5000000.0,6.0,Mikro
Regol,3,3000000.0,18000000.0,7.0,Mikro
Regol,3,100000000.0,120000000.0,8.0,Mikro
Regol,4,50000000.0,200000000.0,8.0,Mikro
Regol,2,100000000.0,200000000.0,8.0,Mikro
Regol,7,40000000.0,50000000.0,5.0,Mikro
Regol,5,10000000.0,70000000.0,6.0,Mikro
Sukajadi,3,3000000.0,2400000.0,24.0,Mikro
Sukajadi,0,3000000.0,4200000.0,22.0,Mikro
Sukajadi,0,3000000.0,4200000.0,27.0,Mikro
Sukajadi,1,3000000.0,4200000.0,19.0,Mikro
Sukajadi,0,3000000.0,2400000.0,18.0,Mikro
Sukajadi,0,4000000.0,2400000.0,20.0,Mikro
Sukajadi,0,3000000.0,4200000.0,44.0,Mikro
Sukajadi,0,13000000.0,2400000.0,17.0,Mikro
Sukajadi,0,3000000.0,2400000.0,17.0,Mikro
Sukajadi,0,3000000.0,2400000.0,20.0,Mikro
Sukajadi,0,3000000.0,9000000.0,19.0,Mikro
Sukajadi,0,3000000.0,2400000.0,21.0,Mikro
Sukajadi,0,3000000.0,4200000.0,17.0,Mikro
Sukajadi,0,3000000.0,9000000.0,44.0,Mikro
Sukajadi,0,3000000.0,9000000.0,24.0,Mikro
Sukajadi,0,3000000.0,2400000.0,28.0,Mikro
Sukajadi,0,3000000.0,2400000.0,39.0,Mikro
Sukajadi,0,3000000.0,2400000.0,23.0,Mikro
Sukajadi,0,3000000.0,2400000.0,22.0,Mikro
Sukajadi,0,3000000.0,4200000.0,22.0,Mikro
Sukajadi,0,3000000.0,2400000.0,21.0,Mikro
Sukajadi,0,3000000.0,9000000.0,59.0,Mikro
Sukajadi,0,3000000.0,9000000.0,39.0,Mikro
Sukajadi,0,3000000.0,2400000.0,17.0,Mikro
Sukajadi,0,3000000.0,4200000.0,29.0,Mikro
Sukajadi,2,3000000.0,4200000.0,29.0,Mikro
Sukajadi,0,3000000.0,9000000.0,20.0,Mikro
Sukajadi,3,3000000.0,4200000.0,29.0,Mikro
Sukajadi,0,4000000.0,9000000.0,23.0,Mikro
Sukajadi,0,3000000.0,9000000.0,19.0,Mikro
Sukajadi,0,3000000.0,2400000.0,18.0,Mikro
Sukajadi,0,3000000.0,2400000.0,29.0,Mikro
Sukajadi,5,4000000.0,4200000.0,44.0,Mikro
Sukajadi,0,3000000.0,4200000.0,22.0,Mikro
Sukajadi,0,3000000.0,4200000.0,29.0,Mikro
Sukajadi,2,3000000.0,2400000.0,29.0,Mikro
Sukajadi,0,3000000.0,4200000.0,21.0,Mikro
Sukajadi,0,4000000.0,2400000.0,17.0,Mikro
Sukajadi,0,3000000.0,2400000.0,46.0,Mikro
Sukajadi,0,3000000.0,9000000.0,18.0,Mikro
Sukajadi,0,3000000.0,4200000.0,21.0,Mikro
Sukajadi,0,3000000.0,4200000.0,34.0,Mikro
Sukajadi,1,4000000.0,9000000.0,17.0,Mikro
Sukajadi,0,3000000.0,4200000.0,42.0,Mikro
Sukajadi,0,3000000.0,2400000.0,18.0,Mikro
Sukajadi,0,50000000.0,120000000.0,13.0,Mikro
Sukajadi,0,6000000.0,108000000.0,20.0,Mikro
Sukajadi,0,70000000.0,108000000.0,12.0,Kecil
Sukajadi,0,500000.0,75600000.0,15.0,Mikro
Sukajadi,0,12000000.0,72000000.0,36.0,Mikro
Sukajadi,0,5000000.0,72000000.0,20.0,Mikro
Sukajadi,0,1000000.0,66000000.0,16.0,Mikro
Sukajadi,0,5000000.0,60000000.0,21.0,Mikro
Sukajadi,0,7000000.0,60000000.0,13.0,Mikro
Sukajadi,0,1500000.0,48000000.0,13.0,Mikro
Sukajadi,1,2000000.0,48000000.0,18.0,Mikro
Sukajadi,0,300000.0,36000000.0,26.0,Mikro
Sukajadi,0,500000.0,36000000.0,29.0,Mikro
Sukajadi,0,2000000.0,36000000.0,24.0,Mikro
Sukajadi,0,2000000.0,36000000.0,28.0,Mikro
Sukajadi,0,900000.0,36000000.0,22.0,Mikro
Sukajadi,0,1000000.0,30000000.0,19.0,Mikro
Sukajadi,0,2000000.0,30000000.0,24.0,Mikro
Sukajadi,0,2000000.0,30000000.0,11.0,Mikro
Sukajadi,1,2000000.0,25200000.0,19.0,Mikro
Sukajadi,0,1000000.0,24000000.0,20.0,Mikro
Sukajadi,0,1000000.0,24000000.0,18.0,Mikro
Sukajadi,0,1500000.0,24000000.0,16.0,Mikro
Sukajadi,0,2000000.0,24000000.0,27.0,Mikro
Sukajadi,0,1000000.0,24000000.0,15.0,Mikro
Sukajadi,0,1500000.0,21600000.0,13.0,Mikro
Sukajadi,0,2500000.0,21000000.0,19.0,Mikro
Sukajadi,0,1000000.0,18000000.0,14.0,Mikro
Sukajadi,0,1000000.0,18000000.0,15.0,Mikro
Sukajadi,0,500000.0,18000000.0,14.0,Mikro
Sukajadi,0,1000000.0,18000000.0,45.0,Mikro
Sukajadi,0,4000000.0,18000000.0,32.0,Mikro
Sukajadi,0,1500000.0,18000000.0,21.0,Mikro
Sukajadi,0,2000000.0,18000000.0,14.0,Mikro
Sukajadi,0,1000000.0,14400000.0,21.0,Mikro
Sukajadi,0,100000.0,12000000.0,12.0,Mikro
Sukajadi,0,900000.0,12000000.0,29.0,Mikro
Sukajadi,0,1000000.0,12000000.0,20.0,Mikro
Sukajadi,0,800000.0,12000000.0,23.0,Mikro
Sukajadi,0,700000.0,12000000.0,16.0,Mikro
Sukajadi,0,800000.0,12000000.0,19.0,Mikro
Sukajadi,0,500000.0,10800000.0,14.0,Mikro
Sukajadi,0,100000.0,6000000.0,16.0,Mikro
Sukajadi,2,10000000.0,35000000.0,24.0,Mikro
Sukajadi,4,25000000.0,170000000.0,16.0,Mikro
Sukajadi,5,6000000.0,10000000.0,22.0,Mikro
Sukajadi,5,3000000.0,7000000.0,19.0,Mikro
Sukajadi,15,30000000.0,300000000.0,16.0,Mikro
Sukajadi,3,100000000.0,5000000.0,30.0,Kecil
Sukajadi,7,50000000.0,70000000.0,29.0,Mikro
Sukajadi,5,60000000.0,10000000.0,17.0,Kecil
Sukajadi,1,27200000.0,72000000.0,19.0,Mikro
Sukajadi,5,200000000.0,96000000.0,29.0,Kecil
Sukajadi,3,30000000.0,60000000.0,16.0,Mikro
Sukajadi,3,60000000.0,40000000.0,15.0,Kecil
Sukajadi,2,10000000.0,12000000.0,8.0,Mikro
Sukajadi,5,150000000.0,500000000.0,17.0,Kecil
Sukajadi,4,15000000.0,36000000.0,19.0,Mikro
Sukajadi,2,20000000.0,25000000.0,31.0,Mikro
Sukajadi,3,10000000.0,36000000.0,6.0,Mikro
Sukajadi,3,20000000.0,13000000.0,7.0,Mikro
Sukajadi,2,70000000.0,250000000.0,5.0,Mikro
Sukajadi,2,70000000.0,150000000.0,6.0,Mikro
Sukajadi,4,2000000.0,84000000.0,6.0,Mikro
Sukajadi,4,20000000.0,360000000.0,6.0,Kecil
Sukajadi,4,50000000.0,300000000.0,5.0,Mikro
Sukajadi,8,30000000.0,100000000.0,10.0,Mikro
Sukasari,0,3000000.0,2400000.0,22.0,Mikro
Sukasari,0,3000000.0,9000000.0,24.0,Mikro
Sukasari,0,3000000.0,4200000.0,20.0,Mikro
Sukasari,1,4000000.0,4200000.0,21.0,Mikro
Sukasari,0,4000000.0,4200000.0,17.0,Mikro
Sukasari,0,3000000.0,4200000.0,22.0,Mikro
Sukasari,0,3000000.0,2400000.0,21.0,Mikro
Sukasari,0,3000000.0,2400000.0,20.0,Mikro
Sukasari,0,3000000.0,9000000.0,17.0,Mikro
Sukasari,0,3000000.0,2400000.0,59.0,Mikro
Sukasari,0,3000000.0,9000000.0,39.0,Mikro
Sukasari,2,4000000.0,2400000.0,19.0,Mikro
Sukasari,0,3000000.0,9000000.0,19.0,Mikro
Sukasari,0,3000000.0,4200000.0,21.0,Mikro
Sukasari,0,3000000.0,2400000.0,17.0,Mikro
Sukasari,1,3000000.0,2400000.0,19.0,Mikro
Sukasari,1,3000000.0,2400000.0,20.0,Mikro
Sukasari,3,3000000.0,4200000.0,18.0,Mikro
Sukasari,0,4000000.0,4200000.0,19.0,Mikro
Sukasari,0,3000000.0,2400000.0,32.0,Mikro
Sukasari,0,3000000.0,9000000.0,57.0,Mikro
Sukasari,0,3000000.0,9000000.0,18.0,Mikro
Sukasari,0,4000000.0,2400000.0,17.0,Mikro
Sukasari,1,3000000.0,4200000.0,23.0,Mikro
Sukasari,1,3000000.0,4200000.0,29.0,Mikro
Sukasari,0,3000000.0,4200000.0,27.0,Mikro
Sukasari,0,3000000.0,9000000.0,27.0,Mikro
Sukasari,0,3000000.0,4200000.0,21.0,Mikro
Sukasari,0,3000000.0,4200000.0,22.0,Mikro
Sukasari,1,3000000.0,4200000.0,25.0,Mikro
Sukasari,0,3000000.0,2400000.0,29.0,Mikro
Sukasari,1,3000000.0,4200000.0,20.0,Mikro
Sukasari,0,3000000.0,4200000.0,30.0,Mikro
Sukasari,0,3000000.0,4200000.0,17.0,Mikro
Sukasari,1,3000000.0,4200000.0,17.0,Mikro
Sukasari,1,3000000.0,4200000.0,29.0,Mikro
Sukasari,0,3000000.0,4200000.0,19.0,Mikro
Sukasari,0,3000000.0,4200000.0,37.0,Mikro
Sukasari,0,3000000.0,4200000.0,21.0,Mikro
Sukasari,2,4000000.0,9000000.0,34.0,Mikro
Sukasari,1,3000000.0,9000000.0,20.0,Mikro
Sukasari,2,4000000.0,9000000.0,21.0,Mikro
Sukasari,0,3000000.0,4200000.0,18.0,Mikro
Sukasari,0,3000000.0,2400000.0,27.0,Mikro
Sukasari,0,3000000.0,4200000.0,22.0,Mikro
Sukasari,18,40000000.0,192000000.0,14.0,Mikro
Sukasari,1,10000000.0,192000000.0,18.0,Mikro
Sukasari,2,2000000.0,72000000.0,29.0,Mikro
Sukasari,2,32000000.0,60000000.0,12.0,Mikro
Sukasari,1,30000000.0,60000000.0,18.0,Mikro
Sukasari,2,765000000.0,48000000.0,28.0,Menengah
Sukasari,3,20000000.0,48000000.0,16.0,Mikro
Sukasari,2,2300000.0,36000000.0,12.0,Mikro
Sukasari,5,49000000.0,36000000.0,16.0,Mikro
Sukasari,6,15000000.0,36000000.0,17.0,Mikro
Sukasari,1,5500000.0,30000000.0,26.0,Mikro
Sukasari,1,15000000.0,30000000.0,24.0,Mikro
Sukasari,4,8000000.0,25200000.0,12.0,Mikro
Sukasari,2,30000000.0,24000000.0,11.0,Mikro
Sukasari,4,5500000.0,24000000.0,19.0,Mikro
Sukasari,1,5500000.0,24000000.0,49.0,Mikro
Sukasari,2,41000000.0,24000000.0,12.0,Mikro
Sukasari,1,18500000.0,24000000.0,36.0,Mikro
Sukasari,2,21000000.0,24000000.0,18.0,Mikro
Sukasari,2,5500000.0,18000000.0,11.0,Mikro
Sukasari,1,1550000.0,12000000.0,19.0,Mikro
Sukasari,1,205000.0,12000000.0,13.0,Mikro
Sukasari,1,350000.0,12000000.0,54.0,Mikro
Sukasari,1,1500000.0,12000000.0,12.0,Mikro
Sukasari,1,2000000.0,10800000.0,12.0,Mikro
Sukasari,1,550000.0,9600000.0,12.0,Mikro
Sukasari,1,5000000.0,9600000.0,54.0,Mikro
Sukasari,1,1500000.0,9600000.0,12.0,Mikro
Sukasari,1,3500000.0,9600000.0,11.0,Mikro
Sukasari,1,1300000.0,9600000.0,19.0,Mikro
Sukasari,1,1300000.0,8400000.0,19.0,Mikro
Sukasari,1,1000000.0,7200000.0,19.0,Mikro
Sukasari,1,200000.0,6000000.0,13.0,Mikro
Sukasari,1,150000.0,6000000.0,13.0,Mikro
Sukasari,1,11000000.0,6000000.0,18.0,Mikro
Sukasari,1,11000000.0,6000000.0,18.0,Mikro
Sukasari,0,400000.0,6000000.0,18.0,Mikro
Sukasari,4,4000000.0,420000000.0,12.0,Mikro
Sukasari,8,26500000.0,56000000.0,17.0,Mikro
Sukasari,2,18000000.0,9000000.0,17.0,Mikro
Sukasari,3,8000000.0,36000000.0,18.0,Mikro
Sukasari,3,15000000.0,65000000.0,13.0,Mikro
Sukasari,1,12000000.0,5000000.0,8.0,Mikro
Sukasari,3,10000000.0,40000000.0,6.0,Mikro
Sukasari,15,100000000.0,1200000000.0,11.0,Kecil
Sukasari,5,0.0,0.0,8.0,Mikro
Sukasari,1,20000000.0,10000000.0,13.0,Mikro
Sukasari,2,75000000.0,180000000.0,6.0,Mikro
Sukasari,15,75000000.0,250000000.0,12.0,Mikro
Sukasari,2,55000000.0,350000000.0,6.0,Kecil
Sukasari,10,50000000.0,500000000.0,12.0,Kecil
Sukasari,5,40000000.0,400000000.0,7.0,Kecil
Sukasari,2,15000000.0,50000000.0,7.0,Mikro
Sukasari,2,15000000.0,50000000.0,9.0,Mikro
Sukasari,1,10000000.0,120000000.0,11.0,Mikro
Sukasari,8,400000000.0,600000000.0,34.0,Kecil
Sukasari,6,40000000.0,400000000.0,5.0,Kecil
Sukasari,10,30000000.0,310000000.0,9.0,Kecil
Sukasari,2,1000000.0,5000000.0,3.0,Mikro
Sukasari,1,10000000.0,35000000.0,3.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,26.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,24.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,38.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,40.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,19.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,18.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,37.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,24.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,39.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,23.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,21.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,22.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,23.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,23.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,39.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,21.0,Mikro
Sumur Bandung,0,3000000.0,2400000.0,33.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,35.0,Mikro
Sumur Bandung,2,3000000.0,2400000.0,39.0,Mikro
Sumur Bandung,4,3000000.0,2400000.0,21.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,25.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,20.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,29.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,34.0,Mikro
Sumur Bandung,0,3000000.0,9000000.0,17.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,19.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,49.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,39.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,22.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,28.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,43.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,22.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,50.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,23.0,Mikro
Sumur Bandung,0,4000000.0,4200000.0,19.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,19.0,Mikro
Sumur Bandung,0,3000000.0,4200000.0,39.0,Mikro
Sumur Bandung,4,205000000.0,300000000.0,14.0,Kecil
Sumur Bandung,0,2100000.0,180000000.0,14.0,Mikro
Sumur Bandung,2,150000000.0,180000000.0,19.0,Kecil
Sumur Bandung,0,150000000.0,180000000.0,24.0,Kecil
Sumur Bandung,4,1500000.0,140400000.0,18.0,Mikro
Sumur Bandung,1,3900000.0,120000000.0,59.0,Mikro
Sumur Bandung,2,7000000.0,108000000.0,53.0,Mikro
Sumur Bandung,1,9000000.0,108000000.0,59.0,Mikro
Sumur Bandung,0,1000000.0,108000000.0,67.0,Mikro
Sumur Bandung,0,1000000.0,108000000.0,22.0,Mikro
Sumur Bandung,0,2000000.0,108000000.0,36.0,Mikro
Sumur Bandung,0,2500000.0,90000000.0,22.0,Mikro
Sumur Bandung,2,1800000.0,90000000.0,19.0,Mikro
Sumur Bandung,2,1200000.0,84000000.0,44.0,Mikro
Sumur Bandung,0,4500000.0,78000000.0,14.0,Mikro
Sumur Bandung,1,27000000.0,72000000.0,26.0,Mikro
Sumur Bandung,0,1500000.0,72000000.0,21.0,Mikro
Sumur Bandung,1,1000000.0,60000000.0,42.0,Mikro
Sumur Bandung,0,3000000.0,60000000.0,22.0,Mikro
Sumur Bandung,0,1000000.0,54000000.0,19.0,Mikro
Sumur Bandung,0,1500000.0,42000000.0,12.0,Mikro
Sumur Bandung,0,1000000.0,42000000.0,14.0,Mikro
Sumur Bandung,2,1300000.0,36000000.0,16.0,Mikro
Sumur Bandung,0,3000000.0,36000000.0,19.0,Mikro
Sumur Bandung,0,1000000.0,36000000.0,13.0,Mikro
Sumur Bandung,0,1500000.0,36000000.0,14.0,Mikro
Sumur Bandung,0,2000000.0,36000000.0,13.0,Mikro
Sumur Bandung,0,6000000.0,30000000.0,14.0,Mikro
Sumur Bandung,0,1000000.0,24000000.0,21.0,Mikro
Sumur Bandung,0,3000000.0,24000000.0,12.0,Mikro
Sumur Bandung,0,2000000.0,24000000.0,14.0,Mikro
Sumur Bandung,0,1000000.0,18000000.0,13.0,Mikro
Sumur Bandung,3,36000000.0,26000000.0,16.0,Mikro
Sumur Bandung,3,20000000.0,60000000.0,14.0,Mikro
Sumur Bandung,3,75000000.0,11000000.0,32.0,Kecil
Sumur Bandung,2,45000000.0,75000000.0,26.0,Mikro
Sumur Bandung,1,500000.0,4000000.0,29.0,Mikro
Sumur Bandung,2,25000000.0,60000000.0,29.0,Mikro
Sumur Bandung,1,65000000.0,25000000.0,39.0,Kecil
Sumur Bandung,3,75000000.0,15000000.0,39.0,Kecil
Sumur Bandung,2,15000000.0,60000000.0,35.0,Mikro
Sumur Bandung,2,50000000.0,80000000.0,19.0,Mikro
Sumur Bandung,5,75000000.0,300000000.0,23.0,Kecil
Sumur Bandung,8,40000000.0,800000000.0,27.0,Mikro
Sumur Bandung,2,35000000.0,1260000000.0,63.0,Mikro
Sumur Bandung,8,150000000.0,960000000.0,34.0,Kecil
Sumur Bandung,4,3000000.0,2250000.0,22.0,Mikro
Sumur Bandung,5,500000.0,150000000.0,27.0,Mikro
Sumur Bandung,3,15000000.0,120000000.0,13.0,Mikro
Sumur Bandung,8,50000000.0,300000000.0,14.0,Mikro
Ujungberung,2,12000000.0,72000000.0,15.0,Mikro
Ujungberung,14,300000000.0,72000000.0,21.0,Kecil
Ujungberung,4,30000000.0,90000000.0,12.0,Mikro
Ujungberung,12,40000000.0,900000000.0,16.0,Mikro
Ujungberung,6,50000000.0,720000000.0,16.0,Mikro
Ujungberung,8,145000000.0,720000000.0,20.0,Kecil
Ujungberung,3,30000000.0,12000000.0,10.0,Mikro
Ujungberung,7,100000000.0,450000000.0,11.0,Kecil
Ujungberung,5,5000000.0,200000000.0,21.0,Mikro
Ujungberung,4,2000000.0,30000000.0,6.0,Mikro
Ujungberung,2,5000000.0,10000000.0,6.0,Mikro
Ujungberung,2,150000000.0,1100000000.0,10.0,Kecil
Ujungberung,7,25000000.0,200000000.0,7.0,Mikro
Ujungberung,22,20000000.0,60000000.0,10.0,Mikro
Ujungberung,2,4000000.0,4200000.0,37.0,Mikro
Ujungberung,2,4000000.0,4200000.0,33.0,Mikro
Ujungberung,1,4000000.0,9000000.0,36.0,Mikro
Ujungberung,2,4000000.0,4200000.0,32.0,Mikro
